Date,Currency,Mean,Buy,Sell
15/08/2019,US DOLLAR,103.2633,103.1661,103.3606
14/08/2019,US DOLLAR,103.2533,103.1533,103.3533
13/08/2019,US DOLLAR,103.0667,102.9639,103.1694
9/8/2019,US DOLLAR,103.3733,103.2761,103.4706
8/8/2019,US DOLLAR,103.4375,103.3389,103.5361
7/8/2019,US DOLLAR,103.2722,103.1722,103.3722
6/8/2019,US DOLLAR,103.2014,103.1056,103.2972
5/8/2019,US DOLLAR,103.0056,102.9056,103.1056
2/8/2019,US DOLLAR,103.2322,103.1322,103.3322
1/8/2019,US DOLLAR,104.1722,104.0722,104.2722
31/07/2019,US DOLLAR,104.2098,104.1139,104.3056
30/07/2019,US DOLLAR,104.0733,103.9733,104.1733
29/07/2019,US DOLLAR,103.8194,103.7194,103.9194
26/07/2019,US DOLLAR,103.8,103.7,103.9
25/07/2019,US DOLLAR,104.025,103.925,104.125
24/07/2019,US DOLLAR,103.7628,103.6628,103.8628
23/07/2019,US DOLLAR,103.6139,103.5139,103.7139
22/07/2019,US DOLLAR,103.2167,103.1167,103.3167
19/07/2019,US DOLLAR,103.1028,103.0028,103.2028
18/07/2019,US DOLLAR,103.0575,102.9617,103.1533
17/07/2019,US DOLLAR,103.0522,102.9522,103.1522
16/07/2019,US DOLLAR,103.0278,102.9278,103.1278
15/07/2019,US DOLLAR,102.9542,102.8583,103.05
12/7/2019,US DOLLAR,102.9217,102.8217,103.0217
11/7/2019,US DOLLAR,102.9222,102.8222,103.0222
10/7/2019,US DOLLAR,102.7494,102.6494,102.8494
9/7/2019,US DOLLAR,102.6917,102.5917,102.7917
8/7/2019,US DOLLAR,102.6083,102.5083,102.7083
5/7/2019,US DOLLAR,102.6306,102.5306,102.7306
4/7/2019,US DOLLAR,102.2944,102.1944,102.3944
3/7/2019,US DOLLAR,103.0011,102.9011,103.1011
2/7/2019,US DOLLAR,102.7194,102.6194,102.8194
1/7/2019,US DOLLAR,102.3606,102.2606,102.4606
28/06/2019,US DOLLAR,102.2983,102.1983,102.3983
27/06/2019,US DOLLAR,102.17,102.07,102.27
26/06/2019,US DOLLAR,102.1917,102.0917,102.2917
25/06/2019,US DOLLAR,101.9144,101.8144,102.0144
24/06/2019,US DOLLAR,101.8778,101.7778,101.9778
21/06/2019,US DOLLAR,101.8722,101.7722,101.9722
20/06/2019,US DOLLAR,101.9028,101.8028,102.0028
19/06/2019,US DOLLAR,102.0222,101.9222,102.1222
18/06/2019,US DOLLAR,102.0033,101.9033,102.1033
17/06/2019,US DOLLAR,101.8167,101.7167,101.9167
14/06/2019,US DOLLAR,101.5478,101.4478,101.6478
13/06/2019,US DOLLAR,101.3883,101.2883,101.4883
12/6/2019,US DOLLAR,101.3833,101.2833,101.4833
11/6/2019,US DOLLAR,101.2767,101.1767,101.3767
10/6/2019,US DOLLAR,101.205,101.105,101.305
7/6/2019,US DOLLAR,101.3,101.2,101.4
6/6/2019,US DOLLAR,101.35,101.25,101.45
4/6/2019,US DOLLAR,101.2806,101.1806,101.3806
3/6/2019,US DOLLAR,101.2872,101.1872,101.3872
31/05/2019,US DOLLAR,101.3556,101.2556,101.4556
30/05/2019,US DOLLAR,101.4011,101.3011,101.5011
29/05/2019,US DOLLAR,101.2778,101.1778,101.3778
28/05/2019,US DOLLAR,101.2378,101.14,101.3356
27/05/2019,US DOLLAR,101.24,101.14,101.34
24/05/2019,US DOLLAR,101.2261,101.1261,101.3261
23/05/2019,US DOLLAR,101.2167,101.1167,101.3167
22/05/2019,US DOLLAR,101.1694,101.0694,101.2694
21/05/2019,US DOLLAR,101.1117,101.0117,101.2117
20/05/2019,US DOLLAR,101.1111,101.0111,101.2111
17/05/2019,US DOLLAR,101.1194,101.0194,101.2194
16/05/2019,US DOLLAR,101.1069,101.0111,101.2028
15/05/2019,US DOLLAR,101.0944,100.9944,101.1944
14/05/2019,US DOLLAR,101.0692,100.9733,101.165
13/05/2019,US DOLLAR,101.0736,100.9778,101.1694
10/5/2019,US DOLLAR,101.1344,101.0344,101.2344
9/5/2019,US DOLLAR,101.1856,101.0856,101.2856
8/5/2019,US DOLLAR,101.0472,100.9472,101.1472
7/5/2019,US DOLLAR,100.9417,100.8417,101.0417
6/5/2019,US DOLLAR,101.0978,100.9978,101.1978
3/5/2019,US DOLLAR,100.9,100.8,101
2/5/2019,US DOLLAR,101.1972,101.0972,101.2972
30/04/2019,US DOLLAR,101.3803,101.2789,101.4817
29/04/2019,US DOLLAR,101.49,101.3872,101.5928
26/04/2019,US DOLLAR,101.5122,101.4122,101.6122
25/04/2019,US DOLLAR,101.5478,101.4478,101.6478
24/04/2019,US DOLLAR,101.5361,101.4361,101.6361
23/04/2019,US DOLLAR,101.3353,101.2339,101.4367
18/04/2019,US DOLLAR,101.2583,101.1583,101.3583
17/04/2019,US DOLLAR,101.0556,100.9556,101.1556
16/04/2019,US DOLLAR,100.9972,100.8972,101.0972
15/04/2019,US DOLLAR,100.9906,100.8906,101.0906
12/4/2019,US DOLLAR,100.9528,100.8528,101.0528
11/4/2019,US DOLLAR,101.0944,100.9944,101.1944
10/4/2019,US DOLLAR,100.8422,100.7422,100.9422
9/4/2019,US DOLLAR,100.6417,100.5417,100.7417
8/4/2019,US DOLLAR,100.6333,100.5361,100.7306
5/4/2019,US DOLLAR,100.7167,100.6167,100.8167
4/4/2019,US DOLLAR,100.8006,100.7006,100.9006
3/4/2019,US DOLLAR,100.9033,100.8033,101.0033
2/4/2019,US DOLLAR,100.8444,100.7444,100.9444
1/4/2019,US DOLLAR,100.7806,100.6861,100.875
29/03/2019,US DOLLAR,100.75,100.65,100.85
28/03/2019,US DOLLAR,100.8778,100.7778,100.9778
27/03/2019,US DOLLAR,100.9556,100.8556,101.0556
26/03/2019,US DOLLAR,100.9639,100.8639,101.0639
25/03/2019,US DOLLAR,100.7028,100.6028,100.8028
22/03/2019,US DOLLAR,100.7778,100.6778,100.8778
21/03/2019,US DOLLAR,101.0072,100.9072,101.1072
20/03/2019,US DOLLAR,100.85,100.75,100.95
19/03/2019,US DOLLAR,100.6583,100.5583,100.7583
18/03/2019,US DOLLAR,100.2956,100.1956,100.3956
15/03/2019,US DOLLAR,100.1678,100.0678,100.2678
14/03/2019,US DOLLAR,100.24,100.14,100.34
13/03/2019,US DOLLAR,100.1861,100.0861,100.2861
12/3/2019,US DOLLAR,99.6056,99.5056,99.7056
11/3/2019,US DOLLAR,99.6511,99.5511,99.7511
8/3/2019,US DOLLAR,99.71,99.61,99.81
7/3/2019,US DOLLAR,100.0239,99.9239,100.1239
6/3/2019,US DOLLAR,100.0483,99.9483,100.1483
5/3/2019,US DOLLAR,100.0389,99.9389,100.1389
4/3/2019,US DOLLAR,100.0417,99.9417,100.1417
1/3/2019,US DOLLAR,100.0428,99.9456,100.14
28/02/2019,US DOLLAR,100.0861,99.9861,100.1861
27/02/2019,US DOLLAR,100.1278,100.0278,100.2278
26/02/2019,US DOLLAR,100.0694,99.9694,100.1694
25/02/2019,US DOLLAR,100.1822,100.0822,100.2822
22/02/2019,US DOLLAR,100.2228,100.1256,100.32
21/02/2019,US DOLLAR,100.24,100.1428,100.3372
20/02/2019,US DOLLAR,100.2678,100.1678,100.3678
19/02/2019,US DOLLAR,100.1722,100.0722,100.2722
18/02/2019,US DOLLAR,100.1917,100.0917,100.2917
15/02/2019,US DOLLAR,100.24,100.14,100.34
14/02/2019,US DOLLAR,100.2489,100.1489,100.3489
13/02/2019,US DOLLAR,100.2772,100.1772,100.3772
12/2/2019,US DOLLAR,100.5289,100.4289,100.6289
11/2/2019,US DOLLAR,100.3594,100.2594,100.4594
8/2/2019,US DOLLAR,100.1478,100.0478,100.2478
7/2/2019,US DOLLAR,100.095,99.995,100.195
6/2/2019,US DOLLAR,100.0722,99.9722,100.1722
5/2/2019,US DOLLAR,100.15,100.05,100.25
4/2/2019,US DOLLAR,100.375,100.275,100.475
1/2/2019,US DOLLAR,100.6194,100.5194,100.7194
31/01/2019,US DOLLAR,100.89,100.7928,100.9872
30/01/2019,US DOLLAR,100.8211,100.7239,100.9183
29/01/2019,US DOLLAR,100.7139,100.6139,100.8139
28/01/2019,US DOLLAR,100.8,100.7,100.9
25/01/2019,US DOLLAR,101.0833,100.9833,101.1833
24/01/2019,US DOLLAR,101.4056,101.3056,101.5056
23/01/2019,US DOLLAR,101.6011,101.5011,101.7011
22/01/2019,US DOLLAR,101.6017,101.5017,101.7017
21/01/2019,US DOLLAR,101.7089,101.6089,101.8089
18/01/2019,US DOLLAR,101.7306,101.6306,101.8306
17/01/2019,US DOLLAR,101.7017,101.6044,101.7989
16/01/2019,US DOLLAR,101.7139,101.6139,101.8139
15/01/2019,US DOLLAR,101.6972,101.5972,101.7972
14/01/2019,US DOLLAR,101.7417,101.6417,101.8417
11/1/2019,US DOLLAR,101.7544,101.6544,101.8544
10/1/2019,US DOLLAR,101.8572,101.7572,101.9572
9/1/2019,US DOLLAR,101.9572,101.8572,102.0572
8/1/2019,US DOLLAR,101.8694,101.7694,101.9694
7/1/2019,US DOLLAR,102.0972,102,102.1944
4/1/2019,US DOLLAR,102.1611,102.0639,102.2583
3/1/2019,US DOLLAR,102.1183,102.0211,102.2156
2/1/2019,US DOLLAR,101.8322,101.7322,101.9322
31/12/2018,US DOLLAR,101.8461,101.7461,101.9461
28/12/2018,US DOLLAR,101.8128,101.7128,101.9128
27/12/2018,US DOLLAR,101.8239,101.7239,101.9239
24/12/2018,US DOLLAR,101.8461,101.7461,101.9461
21/12/2018,US DOLLAR,101.4156,101.3156,101.5156
20/12/2018,US DOLLAR,101.9361,101.8389,102.0333
19/12/2018,US DOLLAR,102.3833,102.2833,102.4833
18/12/2018,US DOLLAR,102.4789,102.3789,102.5789
17/12/2018,US DOLLAR,102.5339,102.4367,102.6311
14/12/2018,US DOLLAR,102.5694,102.4694,102.6694
13/12/2018,US DOLLAR,102.655,102.555,102.755
11/12/2018,US DOLLAR,102.4722,102.3722,102.5722
10/12/2018,US DOLLAR,102.45,102.35,102.55
7/12/2018,US DOLLAR,102.6,102.5,102.7
6/12/2018,US DOLLAR,102.6389,102.5389,102.7389
5/12/2018,US DOLLAR,102.5997,102.5,102.6994
4/12/2018,US DOLLAR,102.6794,102.5794,102.7794
3/12/2018,US DOLLAR,102.5111,102.4111,102.6111
30/11/2018,US DOLLAR,102.5444,102.4444,102.6444
29/11/2018,US DOLLAR,102.5983,102.4983,102.6983
28/11/2018,US DOLLAR,102.6794,102.5794,102.7794
27/11/2018,US DOLLAR,102.4533,102.3533,102.5533
26/11/2018,US DOLLAR,102.4683,102.3683,102.5683
23/11/2018,US DOLLAR,102.4489,102.3489,102.5489
22/11/2018,US DOLLAR,102.3583,102.2583,102.4583
21/11/2018,US DOLLAR,102.8583,102.7583,102.9583
20/11/2018,US DOLLAR,102.8056,102.7056,102.9056
19/11/2018,US DOLLAR,103.1028,103.0028,103.2028
16/11/2018,US DOLLAR,103.2072,103.1072,103.3072
15/11/2018,US DOLLAR,102.9056,102.8056,103.0056
14/11/2018,US DOLLAR,102.6639,102.5639,102.7639
13/11/2018,US DOLLAR,102.4417,102.3417,102.5417
12/11/2018,US DOLLAR,102.0961,101.9961,102.1961
9/11/2018,US DOLLAR,101.8556,101.7556,101.9556
8/11/2018,US DOLLAR,101.7806,101.6806,101.8806
7/11/2018,US DOLLAR,101.8222,101.7222,101.9222
6/11/2018,US DOLLAR,101.5089,101.4089,101.6089
5/11/2018,US DOLLAR,101.4556,101.3556,101.5556
2/11/2018,US DOLLAR,101.7361,101.6361,101.8361
1/11/2018,US DOLLAR,102.0544,101.9544,102.1544
31/10/2018,US DOLLAR,101.8472,101.7472,101.9472
30/10/2018,US DOLLAR,101.7028,101.6028,101.8028
29/10/2018,US DOLLAR,101.3233,101.2233,101.4233
26/10/2018,US DOLLAR,101.2333,101.1333,101.3333
25/10/2018,US DOLLAR,101.2106,101.1133,101.3078
24/10/2018,US DOLLAR,101.1328,101.0328,101.2328
23/10/2018,US DOLLAR,101.1044,101.0044,101.2044
22/10/2018,US DOLLAR,101.0444,100.9444,101.1444
19/10/2018,US DOLLAR,101.0261,100.9261,101.1261
18/10/2018,US DOLLAR,100.9744,100.8744,101.0744
17/10/2018,US DOLLAR,100.9706,100.8706,101.0706
16/10/2018,US DOLLAR,100.925,100.825,101.025
15/10/2018,US DOLLAR,100.8972,100.7972,100.9972
12/10/2018,US DOLLAR,100.9183,100.8183,101.0183
11/10/2018,US DOLLAR,100.915,100.815,101.015
9/10/2018,US DOLLAR,100.9,100.8,101
8/10/2018,US DOLLAR,100.85,100.75,100.95
5/10/2018,US DOLLAR,100.95,100.85,101.05
4/10/2018,US DOLLAR,100.9678,100.8678,101.0678
3/10/2018,US DOLLAR,100.9483,100.8483,101.0483
2/10/2018,US DOLLAR,100.9194,100.8194,101.0194
1/10/2018,US DOLLAR,100.9028,100.8028,101.0028
28/09/2018,US DOLLAR,100.9556,100.8556,101.0556
27/09/2018,US DOLLAR,100.9139,100.8139,101.0139
26/09/2018,US DOLLAR,101.055,100.955,101.155
25/09/2018,US DOLLAR,100.9794,100.8794,101.0794
24/09/2018,US DOLLAR,100.8583,100.7583,100.9583
21/09/2018,US DOLLAR,100.7989,100.6989,100.8989
20/09/2018,US DOLLAR,100.7917,100.6917,100.8917
19/09/2018,US DOLLAR,100.7989,100.6989,100.8989
18/09/2018,US DOLLAR,100.8417,100.7444,100.9389
17/09/2018,US DOLLAR,100.9583,100.8583,101.0583
14/09/2018,US DOLLAR,101.1778,101.0778,101.2778
13/09/2018,US DOLLAR,100.9194,100.8194,101.0194
12/9/2018,US DOLLAR,100.7472,100.6472,100.8472
11/9/2018,US DOLLAR,100.7083,100.6083,100.8083
10/9/2018,US DOLLAR,100.7206,100.6206,100.8206
7/9/2018,US DOLLAR,100.7156,100.6156,100.8156
6/9/2018,US DOLLAR,100.7133,100.6133,100.8133
5/9/2018,US DOLLAR,100.7178,100.6178,100.8178
4/9/2018,US DOLLAR,100.6572,100.5572,100.7572
3/9/2018,US DOLLAR,100.6483,100.5483,100.7483
31/08/2018,US DOLLAR,100.6456,100.5456,100.7456
30/08/2018,US DOLLAR,100.6922,100.5922,100.7922
29/08/2018,US DOLLAR,100.6778,100.5778,100.7778
28/08/2018,US DOLLAR,100.79,100.6928,100.8872
27/08/2018,US DOLLAR,100.7856,100.6856,100.8856
24/08/2018,US DOLLAR,100.6778,100.5778,100.7778
23/08/2018,US DOLLAR,100.6356,100.5356,100.7356
22/08/2018,US DOLLAR,100.8922,100.7922,100.9922
20/08/2018,US DOLLAR,100.8583,100.7583,100.9583
17/08/2018,US DOLLAR,100.7861,100.6861,100.8861
16/08/2018,US DOLLAR,100.7722,100.6722,100.8722
15/08/2018,US DOLLAR,100.7278,100.6278,100.8278
14/08/2018,US DOLLAR,100.7333,100.6333,100.8333
13/08/2018,US DOLLAR,100.4872,100.3872,100.5872
10/8/2018,US DOLLAR,100.3639,100.2639,100.4639
9/8/2018,US DOLLAR,100.4222,100.3222,100.5222
8/8/2018,US DOLLAR,100.4028,100.3028,100.5028
7/8/2018,US DOLLAR,100.4694,100.3694,100.5694
6/8/2018,US DOLLAR,100.3833,100.2833,100.4833
3/8/2018,US DOLLAR,100.3472,100.2472,100.4472
2/8/2018,US DOLLAR,100.4556,100.3556,100.5556
1/8/2018,US DOLLAR,100.475,100.375,100.575
31/07/2018,US DOLLAR,100.4083,100.3083,100.5083
30/07/2018,US DOLLAR,100.3378,100.2378,100.4378
27/07/2018,US DOLLAR,100.4639,100.3639,100.5639
26/07/2018,US DOLLAR,100.4889,100.3889,100.5889
25/07/2018,US DOLLAR,100.5139,100.4139,100.6139
24/07/2018,US DOLLAR,100.55,100.45,100.65
23/07/2018,US DOLLAR,100.7417,100.6417,100.8417
20/07/2018,US DOLLAR,100.7333,100.6333,100.8333
19/07/2018,US DOLLAR,100.6339,100.5339,100.7339
18/07/2018,US DOLLAR,100.6228,100.5228,100.7228
17/07/2018,US DOLLAR,100.3944,100.2944,100.4944
16/07/2018,US DOLLAR,100.66,100.56,100.76
13/07/2018,US DOLLAR,100.7944,100.6944,100.8944
12/7/2018,US DOLLAR,100.79,100.69,100.89
11/7/2018,US DOLLAR,100.9056,100.8056,101.0056
10/7/2018,US DOLLAR,100.8883,100.7883,100.9883
9/7/2018,US DOLLAR,100.8083,100.7083,100.9083
6/7/2018,US DOLLAR,100.7583,100.6583,100.8583
5/7/2018,US DOLLAR,100.725,100.625,100.825
4/7/2018,US DOLLAR,100.8411,100.7411,100.9411
3/7/2018,US DOLLAR,100.8411,100.7411,100.9411
2/7/2018,US DOLLAR,100.8861,100.7861,100.9861
29/06/2018,US DOLLAR,101.05,100.95,101.15
28/06/2018,US DOLLAR,101.045,100.945,101.145
27/06/2018,US DOLLAR,100.9439,100.8439,101.0439
26/06/2018,US DOLLAR,100.8283,100.7311,100.9256
25/06/2018,US DOLLAR,100.7628,100.6628,100.8628
22/06/2018,US DOLLAR,100.83,100.7328,100.9272
21/06/2018,US DOLLAR,100.96,100.86,101.06
20/06/2018,US DOLLAR,101.1217,101.0217,101.2217
19/06/2018,US DOLLAR,101.1333,101.0333,101.2333
18/06/2018,US DOLLAR,101.1056,101.0056,101.2056
14/06/2018,US DOLLAR,101.1406,101.0406,101.2406
13/06/2018,US DOLLAR,101.1261,101.0289,101.2233
12/6/2018,US DOLLAR,101.0461,100.9489,101.1433
11/6/2018,US DOLLAR,101.0028,100.9028,101.1028
8/6/2018,US DOLLAR,100.8444,100.7444,100.9444
7/6/2018,US DOLLAR,100.825,100.725,100.925
6/6/2018,US DOLLAR,101,100.9,101.1
5/6/2018,US DOLLAR,100.9111,100.8111,101.0111
4/6/2018,US DOLLAR,101.385,101.285,101.485
31/05/2018,US DOLLAR,101.5658,101.4644,101.6672
30/05/2018,US DOLLAR,101.5658,101.4644,101.6672
29/05/2018,US DOLLAR,101.5378,101.4378,101.6378
28/05/2018,US DOLLAR,101.18,101.08,101.28
25/05/2018,US DOLLAR,101.0711,100.9711,101.1711
24/05/2018,US DOLLAR,101.0028,100.9028,101.1028
23/05/2018,US DOLLAR,100.7989,100.6989,100.8989
22/05/2018,US DOLLAR,100.6006,100.5006,100.7006
21/05/2018,US DOLLAR,100.5461,100.4461,100.6461
18/05/2018,US DOLLAR,100.4244,100.3244,100.5244
17/05/2018,US DOLLAR,100.4278,100.3278,100.5278
16/05/2018,US DOLLAR,100.4506,100.3506,100.5506
15/05/2018,US DOLLAR,100.2694,100.1722,100.3667
14/05/2018,US DOLLAR,100.4317,100.3344,100.5289
11/5/2018,US DOLLAR,100.4406,100.3406,100.5406
10/5/2018,US DOLLAR,100.595,100.495,100.695
9/5/2018,US DOLLAR,100.4611,100.3611,100.5611
8/5/2018,US DOLLAR,100.2917,100.1917,100.3917
7/5/2018,US DOLLAR,100.2644,100.1644,100.3644
4/5/2018,US DOLLAR,100.2222,100.125,100.3194
3/5/2018,US DOLLAR,100.1856,100.0856,100.2856
2/5/2018,US DOLLAR,100.335,100.235,100.435
30/04/2018,US DOLLAR,100.3611,100.2611,100.4611
27/04/2018,US DOLLAR,100.3294,100.2294,100.4294
26/04/2018,US DOLLAR,100.1086,100.0128,100.2044
25/04/2018,US DOLLAR,100.0478,99.945,100.1506
24/04/2018,US DOLLAR,99.9778,99.85,100.1056
23/04/2018,US DOLLAR,100.0556,99.9583,100.1528
20/04/2018,US DOLLAR,100.2556,100.1556,100.3556
19/04/2018,US DOLLAR,100.3989,100.2989,100.4989
18/04/2018,US DOLLAR,100.4028,100.3028,100.5028
17/04/2018,US DOLLAR,100.6267,100.5211,100.7322
16/04/2018,US DOLLAR,100.7694,100.6694,100.8694
13/04/2018,US DOLLAR,100.8667,100.7667,100.9667
12/4/2018,US DOLLAR,100.9756,100.8756,101.0756
11/4/2018,US DOLLAR,101.0033,100.9033,101.1033
10/4/2018,US DOLLAR,100.9906,100.8906,101.0906
9/4/2018,US DOLLAR,101.0017,100.9017,101.1017
6/4/2018,US DOLLAR,101.0278,100.9278,101.1278
5/4/2018,US DOLLAR,101.0606,100.9606,101.1606
4/4/2018,US DOLLAR,101.0656,100.9656,101.1656
3/4/2018,US DOLLAR,100.8944,100.7944,100.9944
29/03/2018,US DOLLAR,100.8472,100.7472,100.9472
28/03/2018,US DOLLAR,100.8572,100.7572,100.9572
27/03/2018,US DOLLAR,100.9083,100.8083,101.0083
26/03/2018,US DOLLAR,100.9625,100.8611,101.0639
23/03/2018,US DOLLAR,100.9669,100.8683,101.0656
22/03/2018,US DOLLAR,101.0625,100.9667,101.1583
21/03/2018,US DOLLAR,101.2667,101.1694,101.3639
20/03/2018,US DOLLAR,101.2694,101.1694,101.3694
19/03/2018,US DOLLAR,101.2783,101.1783,101.3783
16/03/2018,US DOLLAR,101.2867,101.1867,101.3867
15/03/2018,US DOLLAR,101.26,101.16,101.36
14/03/2018,US DOLLAR,101.2744,101.1744,101.3744
13/03/2018,US DOLLAR,101.2889,101.1889,101.3889
12/3/2018,US DOLLAR,101.1472,101.0472,101.2472
9/3/2018,US DOLLAR,101.2,101.1056,101.2944
8/3/2018,US DOLLAR,101.2933,101.1933,101.3933
7/3/2018,US DOLLAR,101.3078,101.2106,101.405
6/3/2018,US DOLLAR,101.3267,101.2294,101.4239
5/3/2018,US DOLLAR,101.3222,101.225,101.4194
2/3/2018,US DOLLAR,101.2858,101.1889,101.3828
1/3/2018,US DOLLAR,101.3833,101.2861,101.4806
28/02/2018,US DOLLAR,101.6167,101.5167,101.7167
27/02/2018,US DOLLAR,101.7417,101.6417,101.8417
26/02/2018,US DOLLAR,101.8322,101.7322,101.9322
23/02/2018,US DOLLAR,101.7322,101.635,101.8294
22/02/2018,US DOLLAR,101.4683,101.3572,101.5794
21/02/2018,US DOLLAR,101.2972,101.1972,101.3972
20/02/2018,US DOLLAR,101.3,101.2,101.4
19/02/2018,US DOLLAR,101.3083,101.2083,101.4083
16/02/2018,US DOLLAR,101.2517,101.1517,101.3517
15/02/2018,US DOLLAR,101.2167,101.1167,101.3167
14/02/2018,US DOLLAR,101.2333,101.1333,101.3333
13/02/2018,US DOLLAR,101.0361,100.9361,101.1361
12/2/2018,US DOLLAR,100.8483,100.7483,100.9483
9/2/2018,US DOLLAR,100.7956,100.6956,100.8956
8/2/2018,US DOLLAR,101.0056,100.9056,101.1056
7/2/2018,US DOLLAR,101.3061,101.2061,101.4061
6/2/2018,US DOLLAR,101.3639,101.2639,101.4639
5/2/2018,US DOLLAR,101.7361,101.6361,101.8361
2/2/2018,US DOLLAR,101.9222,101.8222,102.0222
1/2/2018,US DOLLAR,101.9917,101.8917,102.0917
31/01/2018,US DOLLAR,102.3572,102.2572,102.4572
30/01/2018,US DOLLAR,102.3611,102.2583,102.4639
29/01/2018,US DOLLAR,102.3533,102.2533,102.4533
26/01/2018,US DOLLAR,102.3667,102.2667,102.4667
25/01/2018,US DOLLAR,102.3394,102.2394,102.4394
24/01/2018,US DOLLAR,102.5556,102.4556,102.6556
23/01/2018,US DOLLAR,102.785,102.66,102.91
22/01/2018,US DOLLAR,102.8681,102.7694,102.9667
19/01/2018,US DOLLAR,102.9083,102.8083,103.0083
18/01/2018,US DOLLAR,102.8883,102.7883,102.9883
17/01/2018,US DOLLAR,103.0361,102.9361,103.1361
16/01/2018,US DOLLAR,103.0583,102.9611,103.1556
15/01/2018,US DOLLAR,103.0667,102.9667,103.1667
12/1/2018,US DOLLAR,103.0933,102.9933,103.1933
11/1/2018,US DOLLAR,103.1433,103.0433,103.2433
10/1/2018,US DOLLAR,103.1778,103.0778,103.2778
9/1/2018,US DOLLAR,103.215,103.115,103.315
8/1/2018,US DOLLAR,103.2606,103.1606,103.3606
5/1/2018,US DOLLAR,103.2761,103.1761,103.3761
4/1/2018,US DOLLAR,103.4389,103.3389,103.5389
3/1/2018,US DOLLAR,103.3522,103.2522,103.4522
2/1/2018,US DOLLAR,103.2944,103.1944,103.3944
29/12/2017,US DOLLAR,103.2317,103.1317,103.3317
28/12/2017,US DOLLAR,103.1528,103.0528,103.2528
27/12/2017,US DOLLAR,103.0806,102.9806,103.1806
22/12/2017,US DOLLAR,103.0806,102.9806,103.1806
21/12/2017,US DOLLAR,103.0889,102.9889,103.1889
20/12/2017,US DOLLAR,103.1306,103.0306,103.2306
19/12/2017,US DOLLAR,103.1572,103.0572,103.2572
18/12/2017,US DOLLAR,103.1983,103.0983,103.2983
15/12/2017,US DOLLAR,103.22,103.1228,103.3172
14/12/2017,US DOLLAR,103.1667,103.0694,103.2639
13/12/2017,US DOLLAR,103.1083,103.0083,103.2083
11/12/2017,US DOLLAR,103.0778,102.9778,103.1778
8/12/2017,US DOLLAR,102.9583,102.8583,103.0583
7/12/2017,US DOLLAR,102.8778,102.7778,102.9778
6/12/2017,US DOLLAR,102.9833,102.8833,103.0833
5/12/2017,US DOLLAR,103.0611,102.9611,103.1611
4/12/2017,US DOLLAR,103.0389,102.9389,103.1389
1/12/2017,US DOLLAR,103.1028,103.0028,103.2028
30/11/2017,US DOLLAR,103.2533,103.1533,103.3533
29/11/2017,US DOLLAR,103.3533,103.2533,103.4533
27/11/2017,US DOLLAR,103.3444,103.25,103.4389
24/11/2017,US DOLLAR,103.2639,103.1639,103.3639
23/11/2017,US DOLLAR,103.3861,103.2861,103.4861
22/11/2017,US DOLLAR,103.365,103.265,103.465
21/11/2017,US DOLLAR,103.6,103.5,103.7
20/11/2017,US DOLLAR,103.7889,103.6889,103.8889
17/11/2017,US DOLLAR,103.6939,103.5939,103.7939
16/11/2017,US DOLLAR,103.7361,103.6361,103.8361
15/11/2017,US DOLLAR,103.6778,103.5778,103.7778
14/11/2017,US DOLLAR,103.5861,103.4861,103.6861
13/11/2017,US DOLLAR,103.5811,103.4811,103.6811
10/11/2017,US DOLLAR,103.5933,103.4933,103.6933
9/11/2017,US DOLLAR,103.6,103.5028,103.6972
8/11/2017,US DOLLAR,103.6056,103.5056,103.7056
7/11/2017,US DOLLAR,103.6194,103.5194,103.7194
6/11/2017,US DOLLAR,103.6639,103.5639,103.7639
3/11/2017,US DOLLAR,103.7389,103.6389,103.8389
2/11/2017,US DOLLAR,103.7944,103.6944,103.8944
1/11/2017,US DOLLAR,103.75,103.65,103.85
31/10/2017,US DOLLAR,103.6944,103.5944,103.7944
30/10/2017,US DOLLAR,103.6917,103.5917,103.7917
30/10/2017,US DOLLAR,103.6917,103.5917,103.7917
27/10/2017,US DOLLAR,103.8139,103.7139,103.9139
24/10/2017,US DOLLAR,103.6961,103.5961,103.7961
23/10/2017,US DOLLAR,103.5528,103.4528,103.6528
19/10/2017,US DOLLAR,103.4167,103.3167,103.5167
18/10/2017,US DOLLAR,103.3611,103.2611,103.4611
17/10/2017,US DOLLAR,103.2961,103.1961,103.3961
16/10/2017,US DOLLAR,103.2767,103.1767,103.3767
13/10/2017,US DOLLAR,103.2783,103.1783,103.3783
12/10/2017,US DOLLAR,103.3028,103.2028,103.4028
11/10/2017,US DOLLAR,103.225,103.125,103.325
10/10/2017,US DOLLAR,103.2667,103.1667,103.3667
9/10/2017,US DOLLAR,103.225,103.1278,103.3222
6/10/2017,US DOLLAR,103.2144,103.1144,103.3144
5/10/2017,US DOLLAR,103.3139,103.2139,103.4139
4/10/2017,US DOLLAR,103.3072,103.2072,103.4072
3/10/2017,US DOLLAR,103.2194,103.125,103.3139
2/10/2017,US DOLLAR,103.2222,103.1222,103.3222
29/09/2017,US DOLLAR,103.2472,103.1472,103.3472
28/09/2017,US DOLLAR,103.3439,103.2439,103.4439
27/09/2017,US DOLLAR,103.34,103.24,103.44
26/09/2017,US DOLLAR,103.2694,103.1694,103.3694
25/09/2017,US DOLLAR,103.2611,103.1611,103.3611
22/09/2017,US DOLLAR,103.2872,103.1872,103.3872
