text,date,No_of_likes,No_of_tweets
"[Hapa Kenya] Guinness Smooth to host brand event on Oct 7 at TRM ft. Wakadinali, Chris Kaiga & Le Band: EABL beer brand, Guinness Smooth, has announced that it has launched a new campaign featuring Wakadinali, Chr.. https://hapakenya.com/2022/09/29/guinness-smooth-to-host-brand-event-on-oct-7-at-trm-ft-wakadinali-chris-kaiga-le-band/ via @HapaKenya",2022-09-30 04:00:00+00:00,1,0
At the opportune time he will come back as the EABL MD. Guinness Nigeria is a training ground for him to hone his leadership skills further. We wish him all the best in his new role.,2022-09-28 03:44:00+00:00,0,0
Hw did i 4gt to thank @Guinness_Uganda @Bell_Lager @EABL_PLC for the wonderful experience at #NyegeNyege2022 😂😂😂😂 not 4gting @tuskerlite256 🔥🔥,2022-09-20 05:33:00+00:00,1,0
"Get a Guinness branded Jersey for every G-6pack bought at ke.thebar.com Price ksh1,250/= Outlet Rwathia Distributors Ltd. 📞 0111558574 #KOT #nairobi #eabl #GUİNNESS #IEBCResults2022",2022-08-18 07:50:00+00:00,2,0
The most I have done in one sitting was 9 Guinness but nilizima kama koroboi 😂 nxt day nilikuwa nanuka kama eabl,2022-08-04 05:34:00+00:00,0,0
Mimi ndio huzimaliza hapo local hehe. Kila mtu ni tusker ama Guinness,2022-08-01 10:11:00+00:00,0,0
"Safaricom has Mpesa, Airtime, Data etc EABL has Tusker, Guinness, Cider, white cap etc Equity has SmE, Agrics, bid bonds, equitell, afya Etc  Most companies do more than one product, what do we call that strategy in reference to this tweet.",2022-07-31 07:18:00+00:00,4,2
"Hiyo inaficha nywele tu, intentions ndio nare.  Eabl wanafanya study wataona hao ndio hukunywa Guinness mingi hii Kenya.",2022-07-22 08:55:00+00:00,0,0
Tambuza tweet banange... We the Guinness faithfuls need to visit the seat of all greatness @GuinnessIreland,2022-07-22 05:38:00+00:00,1,0
This is political idiocy. Gafment is protecting EABL just because 55% is owned by Guinness. This is not about tax. This neocolonialism,2022-07-21 14:49:00+00:00,1,0
"This month I realized EABL had added more sugar to Guinness ,I had to shift to faxe and it worked.",2022-07-16 18:41:00+00:00,0,0
"Mark Mugisha has joined Guinness Nigeria with immense experience across Marketing and Sales in the FMCG industry, having worked with East African Breweries PLC (EABL) where he started his Diageo journey in August 2013.",2022-06-27 17:34:00+00:00,0,1
"But still a product of EABL domicile in Nairobi right?,but only manufactured under license,just like Guinness",2022-06-24 18:35:00+00:00,0,2
"🍻 HAPPY HOUR 🍻 5 to 7pm  Guinness Bell Lager Tusker Lite Tusker Malt Tusker Lager Smirnoff (Apple, Black Ice, Red Ice)  Every Thursday at Rock Night @GardensNajjera EABL products 5 beers at 20k from 5pm to 7pm",2022-05-12 07:57:00+00:00,24,3
"They brought Kenbrew later killed it, Citizen later killed it, Tusker kubwa later killed it, Allsopps later killed it, Guinness smooth now dead, what next Balozi? Trust me they will kill it.  @EABL_PLC what's wrong with you?",2022-04-12 17:29:00+00:00,0,0
"@EABL_PLC  note that a Litre of Guinness Or @TuskerLager , @WhiteCapLager wouldn't be bad to those that love drinking while on road trips or Transit. Jalang'o Mejja & Redsan Chiloba #Sipangwingwi",2022-04-09 17:13:00+00:00,3,1
".@EABL_PLC, majority-owned by Diageo, has dominated the market with products like Tusker and Guinness beers as well as Johnnie Walker whisky and Smirnoff vodka. It swept aside London-based SABMiller in Kenya during the beer wars of the late 1990s.",2022-03-09 06:04:00+00:00,0,1
Iyiii. But Ugandans are also serving elsewhere. Mark Ociti heads EABL’s Tanzanian arm. Baker Magunda is the head of Guinness Nigeria. Diageo is one big family.,2022-02-25 08:29:00+00:00,43,3
@EABL_PLC Driver . Specifically for Guinness trucks. I promise not to fall it. 😂😂😂,2022-02-09 12:14:00+00:00,0,0
"Coca-cola in made in Embakasi by Nairobi Bottlers, Guinness is made in Ruaraka by EABL, but they are NOT Kenyan brands. Get what is being said.",2022-01-27 11:15:00+00:00,1,0
"@EABL_PLC introduced two excellent beers - Guinness Smooth & Tusker Premium Ale - but good luck finding them even in the most reputable bars in Nairobi. But the one beer that's always available is Tusker Lager, which is the Njahi of beers. 🤢",2022-01-13 18:55:00+00:00,0,0
"Dr. Nying'uro used to tell us, “Kenyan Engineers can't even manufacturer a razor blade. Some of them are employed at EABL and their work is to just stir the Guinness powder brought to them from abroad. #KFC #kfckenya #potatoes #PilauNjeri Kinangop Ugali Potatoes",2022-01-04 15:14:00+00:00,1,0
There's a real gap for @EABL_PLC to make a strong lager. People drinking Guinness for the alcohol per shilling vale and not enjoying it makes me sad :(,2021-12-29 17:51:00+00:00,0,0
"The evolution of Guinness is fun, younger and female https://bit.ly/3y9Kl6R @EABL_PLC @GuinnessKE",2021-12-09 11:46:00+00:00,1,1
Carol also knows alot about Guinness. Should the EABL board appoint her CEO of EABL?,2021-11-11 15:10:00+00:00,1,0
"Regional brewer @eabl has unveiled a fresh campaign, #BlackShinesBrightest in Kenya, which will run under its Guinness stable of brands to celebrate creativity and ingenuity in art, music and fashion across Africa @GuinnessKE",2021-11-04 17:37:00+00:00,1,1
EABL hamungetuambia or else tungeshangaa vile Guinness iko 140/-,2021-09-22 08:01:00+00:00,2,0
EABL sustainability report/Tiger Brands exits Nigeria/Guinness Nigeria profits/Habesha Breweries CEO/Massmart HY losses - https://mailchi.mp/fwafrica/zambian-potato-firms-chips-factorysas-high-tea-shinesshoprite-exits-uganda-madagascarkenya-boosts-coffee-intakeafex-promotes-grains-production-884261,2021-09-02 03:30:00+00:00,0,0
Do know how much Guinness we drink 🤔,2021-08-31 21:28:00+00:00,1,0
"In 2004, I  was among the 10 lucky young Kenyans who secured the East Africa Breweries' Guinness scholarship to pursue undergraduate studies at Strathmore University. @EABL_PLC @DiageoIreland @GuinnessKE @StrathU @AlumniSU",2021-08-31 09:41:00+00:00,9,2
"My first sip of hop house 13, and its officially by drink💯 #eabl #Guinness #guinesstime #hop13",2021-08-25 22:39:00+00:00,4,0
#HeyAmina #Trend my favourite beer is Guinness and weekend imeanza  so please at @EABL_PLC wanitumie hio pack nitashukuru sana,2021-08-06 19:51:00+00:00,2,0
EABL on the spot as young ladies are pictured exposing their bodies to men in a Guinness sponsored event – JANE KARUKU should see this VIDEO and act. https://kenyan-post.com/2021/07/eabl-on-the-spot-as-young-ladies-are-pictured-exposing-their-bodies-to-men-in-a-guinness-sponsored-event-jane-karuku-should-see-this-video-and-act/,2021-07-19 13:32:00+00:00,0,0
Guinness Hop House 13 Lager introduces a culinary experience dubbed Flavor by Fire  https://www.goplacesdigital.com/guinness-hop-house-13-lager-introduces-a-culinary-experience-dubbed-flavor-by-fire/ #HopHouse13 #FlavorByFire #MagicalKenya #GoPlacesKenya #RediscoverKenya #EABL #BeerandBBQ #ChefsDelightKe #GoPlacesDigital @KenyaBreweries @hophouse13 @GuinnessKE,2021-07-10 13:37:00+00:00,2,0
And here is the Guinness from @EABL_PLC courtesy of @Upcountry256,2021-07-06 12:18:00+00:00,3,0
cReaTiveS like @carolinespencer will tell you low quality creative pieces/ads is due to clients budget then proceed to work with @EABL_PLC a multi billion $ company and all she does is hold a bottle of Guinness in the air and take a pic and term it been a creative. Low quality,2021-07-05 06:48:00+00:00,0,0
"It's an easy Sunday. Order a bottle of Guinness from https://partycentral.co.ke to go with choma as you relax,have some family time and prepare for the new week.#partycentralke #GuinnessTime #eabl",2021-07-04 06:10:00+00:00,4,0
Why does EABL assume watu wa reggae huwasha pili if anything Jamdown should have been sponsored by Guinness.,2021-06-26 20:27:00+00:00,1,0
"No price change in Tusker (Kshs 160) and Senator, as Guinness and White Cap (180) go up by 10. Spirit prices also go up Kshs 50 - 100 each with no change on Kenya Cane, Chrome Vodka, and Baileys prices. @KenyaBreweries @EABL_PLC #inthepapers",2021-06-18 04:38:00+00:00,1,0
Top 3 Most Admired Alcoholic Beverage brands 2021  1. Guinness 2. Star Beer  3. #Tusker @EABL_PLC @kennekai,2021-06-17 14:58:00+00:00,4,0
Please do not discontinue the Guinness Smooth brand as i heard it will be disappearing from shelves near me.. I have never had a more satisfying beer in my life and i am that old🍻🙏,2021-06-04 16:02:00+00:00,0,0
What happened to the Guinness stout effort award @EABL_PLC,2021-05-20 09:19:00+00:00,0,0
"Ile ujinga iko hii Kenya...just the other day a lady from the same @HomeboyzRadio was a facing robbery with violence charge... nothing happened. Yes, they did wrong but for now, mimi na Guinness yangu ya beef, Summit ( Sugar free ) will do for now. Boycott efffin #EABL",2021-03-28 08:47:00+00:00,1,0
"Hata mseme nini kuhusu EABL, Guinness lazima nikunywe. 🍻 #Guinness #BoycottEABL",2021-03-28 08:09:00+00:00,4,3
Unaboycott EABL na Guinness ati Tusker pia ni pombe kwani unadhani hiyo Tusker imetoka wapi?😂😂😂,2021-03-28 07:33:00+00:00,44,0
Finally it's time I change from Tusker  and Guinness to summit. EABL wasikule 30bob yangu,2021-03-28 07:00:00+00:00,0,0
