text,date,No_of_likes,No_of_tweets
Tusker Oktober Fest is happening at Ngong Racecourse on 29th and 30th and you get to sample and enjoy the unique Tusker Cider Taste.   Get your tickets today and be sherehe ready through this link :  https://bit.ly/3FriXa6 #TuskerOktobafest #WeLiveForTaste @TuskerCider,2022-10-29 12:49:00+00:00,1,0
#tuskeroctoberfest  aki I bought season tickets na it's redeemable Issue is for tusker only. Not even tusker cider Guess it's another tusker Oktoberfest where watabaki tu na their redeemable drinks  2019 and 2022 A lot changes but some things remain the same,2022-10-28 16:55:00+00:00,0,0
Another tusker Oktoberfest season ticket for sale for Ksh 1300. DMs are open.,2022-10-28 16:30:00+00:00,0,0
Cheers over #GalitosGoodness at the Tusker #Oktoberfest Enjoy a pitcher-perfect time while enjoying the #BoldAfricanFlavour of our flame-grilled meals from 28th to 30th of October at Ngong Racecourse. See you there,2022-10-28 14:41:00+00:00,4,0
@JumiaFoodKE how does one get the coupon code for Tusker Oktoberfest once they purchase a six pack?,2022-10-28 11:15:00+00:00,0,0
Mnaenda Tusker Oktober Fest?????,2022-10-28 10:17:00+00:00,0,0
Hii ukibuy tusker lager 6 pack on jumia ni ukweli unapata ticket to #Oktoberfest ama ni kama aim global?,2022-10-28 09:54:00+00:00,0,0
"Unfortunately, this offer is now out-of-stock. See you again tomorrow. You can still order a 6 pack of Tusker Lager @ Ksh 1190 & get a FREE TUSKER OKTOBERFEST ticket. Simply click here to place your order and we'll deliver it right where you are 👉 https://bit.ly/TurnupKE",2022-10-28 09:45:00+00:00,0,0
All this tusker oktoberfest ads is a clear indication for me not to attend  Sunday  baada ya kanisa tuko tu Captain Terrace .,2022-10-28 06:16:00+00:00,0,0
"Tuko sherehe ready this weekend with Tusker Oktoberfest @ Ngong Racecourse with love performance from the man himself Savarah and Dj Grauchi with an exciting stagefull 3 days party, Get your Oktoba Fest day tickets from https://bit.ly/Oktoba_DayTick @TuskerLager #TuskerOktobafest",2022-10-27 14:35:00+00:00,10,1
"#KultureNews @Wakadinali have been put on the Tusker Oktoberfest line upto perform this weekend.This is after there was uproar from fans on social media after diffrent line ups without them were released.They will perform on Sunday, the last day of three .",2022-10-26 13:34:00+00:00,19,1
"Does your team have what it takes to be crowned the brightest team? Showcase your football skill at @GuinnessKE  5-a-side football challenge at Tusker Oktoberfest, and your team stands the chance to walk away with cash prizes! 1st: Ksh 30,000 2nd: Ksh 20,000 3rd: Ksh 10,000*",2022-10-26 12:29:00+00:00,2,0
The Tusker Oktoberfest marketing team is doing a good job I’m almost changing my mind and attending the event,2022-10-26 10:06:00+00:00,0,0
What was Tusker Nexters? I'm struggling to understand it let alone follow. Mtu aniexplainie kwa kipole  Also why those nexters are not part of the Oktoberfest?,2022-10-24 16:22:00+00:00,1,1
Petition to bring Odongo Swagg in the line up for Tusker Oktoberfest @kisero_tuffy,2022-10-23 10:32:00+00:00,2,0
"Unfortunately, this offer is now out-of-stock. You can still order a 6 pack of Tusker Lager @ Ksh 1300 & get a FREE TUSKER OKTOBERFEST ticket. Simply click here to place your order and we'll deliver it right where you are 👉 https://bit.ly/TurnupKE",2022-10-20 12:48:00+00:00,0,0
Tusker Oktoberfest this year will be one for the books. I just know.,2022-10-18 15:37:00+00:00,1,0
@TuskerLager Wakuu Tusker OktoberFest is at Jamii Executive Gardens Mwea Oct 15th-16th tickets go for ksh.1000 redeemable for 4 beers.  Wadau!The event is live right now & tomorrow. #TuskerOktobafest  We are happy and ready to enjoy this weekend #TuskerOktobafest #TuskerNexters,2022-10-15 18:51:00+00:00,0,0
@TuskerLager Wadau Tusker OktoberFest is @ Jamii Executive Gardens Mwea Oct 15th-16th tickets @ 1000 redeemable for 4 beers.  Wadau!The event is live right now & tomorrow. #TuskerOktobafest  We are hepi  ready #TuskerOktobafest #TuskerNexters mko?,2022-10-15 18:23:00+00:00,5,1
We are hepi ready #TuskerOktobafest #TuskerNexters mko?msikose kuattend Tusker Oktoberfest event taking place today on 15th-16th October at Jamii Excutive Gardens-Mwea also watch the event as it's live now remember to buy tickets at Ksh.1000 redeemable for 4 beers @TuskerLager,2022-10-15 18:12:00+00:00,5,1
#paidpartnershipwithEABL siku ni leo na kesho Tusker Oktoba Fest ndio mpango mzima Jamii Executive Gardens pale Mwea ndio maskani weekend hii. @TuskerLager #tuskerat100 #tuskernexters #oktoberfest #ADD,2022-10-15 17:51:00+00:00,0,0
#Oktoberfest tickets bei ya jioni... DM for prices 😁 #Tusker@100,2022-10-15 16:39:00+00:00,0,1
Tusker Oktoberfest is live at Jamii Executive Gardens in Mwea. 15th & 6th Oktoba. @TuskerLager  Tickets at Ksh. 1000 redeemable for 4beers.  The event is live right now! We are hepi  ready #TuskerOktobafest #TuskerNexters mko? @O_Chi_Yeng,2022-10-15 16:31:00+00:00,2,0
#paidpartnershipwithEABL Ni msimu mwengine wa Tusker Oktoba Fest na weekend hii ni zamu ya Mwea pale Jamii Executive Gardens  #tuskerat100 #tuskernexters #oktoberfest #ADD,2022-10-15 15:03:00+00:00,0,0
Am looking for to hearing Mbona at fest in Mwea (Jamii Executive Gardens) of @TuskerLager Oktoberfest event on Oct 15-16th. Tickets @ 1000bob redeemable for 4 beers. Grab a cold tusker and get sherehe ready #TuskerOktobafest #TuskerNexters @secondborn22 @CVirginiah @_Heram,2022-10-14 11:29:00+00:00,4,1
"Tusker Oktoberfest 2022, brought to you by the finest Kenyan Lager @TuskerLager  and thisthe Weekend 15th and 16th Oct it's going down at Jamii Executive Gardens, Mwea. #TuskerAt100",2022-10-12 08:36:00+00:00,6,0
The big event is here💃Today 8th to tomorrow 9th let's meets at Tamasha Eldoret  for Oktoberfest. Tickets are still 1000bob redeemable for 4beers.Grab a cold Tusker and celebrate the #TuskerNexters #TuskerOktobafest @TuskerLager @geordiedodKE @wangui_irungu96 @Leletibridge,2022-10-08 19:41:00+00:00,0,0
Tusker Oktober fest at Tamasha Eldoret ni leo 8th na kesho 9th 1000/=ticket redeemable for 4beers mko wapi @eileennerima @nimmohlucie @wangare_gachau mtokee ebu pia wewe Shtua mabeshte zako watokezee #TuskerOktobafest leo na kesho @TuskerLager,2022-10-08 17:31:00+00:00,15,0
"Nikama nairobi tumebaki tu mimi na wewe😅  Wadosi wameenda 7 Islands kuona Kulosa, middle class wameenda Meru kuona Ruger, average mwanainchi ako Tamasha eldoret for Tusker Oktoberfest while local men & women utawapata in a bar near you 😂",2022-10-08 14:18:00+00:00,5,1
"Ndio hio Oktoberfest. Let's meet today and tomorrow October 8th and 9th at Tamasha, Eldoret. Tickets at sh 1000 redeemable for 4 beers. @wambuisalome79 @_munga254 @mmobara Grab a cold Tusker and get ready to celebrate the #TuskerNexters @TuskerLager #TuskerOktobafest",2022-10-08 11:45:00+00:00,4,0
Tusker Oktober Fest event @ Tamasha Eldoret on October 8-9.Get tickets @1000 redeemable for 4beers @17_njeru @2d814734bcda42c @majestickev Get performances from @Mejja Grab a cold Tusker and get ready to #CheersToTheNext100 #TuskerOktobaFest #TuskerAt100 @TuskerLager,2022-10-07 12:25:00+00:00,1,1
@Adyee254 @Kamaru59 @wangare_gachau Grab a cold Tusker and get ready to #CheersToTheNext100 kwa Tusker Oktober fest at Tamasha-eldoret on 8th-9th October ticket ni 1000/= redeemable for 4beers. Excited to see Maandy @TuskerLager #TuskerOktobaFest #TuskerAt100 #DrinkBetterNotMore,2022-10-06 12:17:00+00:00,11,0
@Adyee254 @Kamaru59 @wangare_gachau Grab a cold Tusker and get ready to #CheerToTheNext100 kwa Tusker Oktober fest at Tamasha-eldoret on 8th-9th October ticket ni 1000/= redeemable for 4beers. Excited to see Maandy @TuskerLager #TuskerOktobaFest #TuskerAt100 #DrinkBetterNotMore,2022-10-06 12:02:00+00:00,4,0
Wazito @TuskerLager brings you #Oktoberfest held at Tamasha Eldoret from 8-9th. Performance ya mejja naingoja sana. Tickets @ Ksh 1000 redeemable for 4 beers. @KUcoolkid_ @Ke8Trevor @Kaysparks_  grab a cold Tusker & get ready to #CheerToTheNext100 #DrinkBetterNotMore #TuskerAt100,2022-10-04 20:05:00+00:00,17,2
Mark your calendars 🗓.  Pale tamasha Eldorot tutakua  oktober fest. This will be on the 8th and 9th October.  Tokea na mbogi yako 🍻 🍻  Grab a cold Tusker and get ready to  #CheerToTheNext100.  #TuskerOktobafest #DrinkBetterNotMore #TuskerAt100 @TuskerLager,2022-10-04 17:44:00+00:00,1,0
Tusker Oktoberfest is back at Tamasha  Eldoret from October 8th -9th.Tickets @ 1000bob redeemable for 4 beers.The storyteller NVIIRI will be on stage.@Collins79968939 @FaithRuto19 @LemayianLeiyan Grab a cold Tusker & mark the big day  #TuskerOktobafest #DrinkBetterNotMore,2022-10-04 10:36:00+00:00,2,0
The Tusker Oktoberfest is happening at Tamasha in Eldoret from October 8th - 9th. Tickets @ 1000bob redeemable for 4 beers. @KHALIGRAPH will be on stage. Grab a cold Tusker and get ready to #CheerToTheNext100 #TuskerOktobafest @TuskerLager #DrinkBetterNotMore #TuskerAt100,2022-10-04 10:17:00+00:00,2,1
@TuskerLager  Wadau form nayo Tusker Oktober Fest  at Tamasha Eldoret Date October 8-9th tickets at ksh. 1000 redeemable for 4 beers. Guys! Grab a cold Tusker and get ready to #CheerToTheNext100 @CIarah012 @Asukulord3 @ronokev #DrinkBetterNotMore #TuskerOktobafest #TuskerAt100,2022-10-03 16:07:00+00:00,11,1
Looking for a reliable branding partner for your corporate or personal brand ? Worry no more. Contact us today for all your #CustomerServiceWeek gifting  📞 +254702467299  Bukina Faso #FIFA23 #CustomerService #ARSTOT #kinoti #safaricom #eabl #tusker #October #Oktoberfest,2022-10-01 03:53:00+00:00,1,0
