text,date,No_of_likes,No_of_tweets
"Wewe unakunywa pombe za EABL ama keroche's? Your big-spending friends hutumia nini? EABL has a legacy as a corporate brand with household beer brands. Tusker, Guinness,White Cap are just unbeatable. Najua Guinness is produced under licence before uropokwe tena.",2023-01-31 23:27:00+00:00,1,0
"Kuna siku karibu tuuliwe na mzinga ya whisky, nowadays tunanua makali kwa lorry za EABL distributors only. Kwa club we drink white cap like our fathers",2023-01-25 04:48:00+00:00,3,1
"@EABL_PLC @EABL_PLC might not know the criteria to how one can become a brand ambassador to one of your brands but there is one Owen Mbae who enjoys his ""white mountain"" (White Cap)constantly with grit and joy. No one does it better for a brand and and silently for a name.",2022-12-29 09:17:00+00:00,0,0
"EABL will be forced to make extra strong beers like the Faxes from 2023. Brands like Tusker Lite, Tusker Malt, White Cap light have become extremely slow moving.",2022-12-23 07:46:00+00:00,54,7
On this year's Birthday can you spot the whitecap @EABL_PLC,2022-12-13 08:13:00+00:00,1,0
@Spotify stop putting @EABL_PLC ads for beer (whitecap) in the middle of gospel worship songs! There's no beer in heaven. Put @kfc Kenya ads or even @dasaniwater  I mean... Holy water! Ala!,2022-12-11 14:23:00+00:00,0,0
"EABL has been so innovative In recent memory, I have seen  Citizen larger, Alsops, white cap light, tusker light, alvaro, snap etc The products are not outright failures But as a beer seller, I know The market has refused them",2022-11-09 05:39:00+00:00,5,1
"Now explain to me why they said they were getting whitecap in a few, called us saying they have arrived then told us we have to drink tusker?  The eabl lorry was leaving and they had just dropped the booze there.",2022-10-22 18:02:00+00:00,1,0
"With a better camera phone, I can lite and give it a white cap moment. Drink responsibly  @tuskerlite @EABL_PLC",2022-10-22 05:57:00+00:00,4,0
Thank god for white cap @EABL_PLC,2022-10-02 14:02:00+00:00,0,0
"Safaricom has Mpesa, Airtime, Data etc EABL has Tusker, Guinness, Cider, white cap etc Equity has SmE, Agrics, bid bonds, equitell, afya Etc  Most companies do more than one product, what do we call that strategy in reference to this tweet.",2022-07-31 07:18:00+00:00,4,2
"Tonight's set up is ready. Can't wait for this #SipCrisp #BeerofDistinction Carnivore Ground's is where you should be. White Cap Crisp is the most premium beer brand in EABL, it targets premium affluent female consumer. The event will be big I tell you.",2022-07-30 07:21:00+00:00,15,0
3. So far the best thing this year is White Cap Crisp. That thing when served chilled is the closest to liquor-free we can get for guys sobering up. EABL outdid themselves. It is bottled up respectability.,2022-07-11 08:08:00+00:00,4,1
Hello @EABL_PLC. I have an idea of White Cap advert in the slopes of Mt. Kenya. A serene place somewhere you can view snow capped Mt. Kenya.,2022-07-02 14:04:00+00:00,0,0
@EABL_PLC please make me a brand ambassador of Whitecap Lager....🏔️   Okay.... thanks 😅🍻,2022-06-17 05:20:00+00:00,2,1
"We’ve got more good news for you! EABL will be around and you get a chance to get the best discounts on Whitecap crisp all day long.  For inquiries, email us at marketing@leml.co.ke or call 0727832824.  #SmokinCountryNakuruEdition #EventsInNakuru #EABL #WhiteCapCrisp #WhiteCap",2022-06-06 16:01:00+00:00,0,0
Thought it was me alone White cap has been my favorite but wueh! 3 beers and head is blowing,2022-05-16 09:20:00+00:00,1,0
"Madam, wewe unakunyuanga gani? White cap ni yangu na sinanga hizo maheads",2022-05-15 16:59:00+00:00,0,0
"@Jumaf3 Alcohol will remain unhealthful.  Could it be whitecap, blackcap...whatever the cap. The earlier one resolves to quit any form of alcoholism the better for him or her.",2022-05-15 07:55:00+00:00,2,2
"Whitecap has NEVER not had sugar in it...I don't know where that misconception came from...  While at it, even Diet Coke is saturated with sugar (that you can't taste)",2022-05-15 07:22:00+00:00,2,0
"White cap's mother killed keroche, these are the consequences, live with them or come down we take karubu, no headache, price is what the doctor ordered.",2022-05-15 05:37:00+00:00,0,0
True. I was surprised and suspicious. It never used to be so... Headaches with WhiteCap? Or hangovers? Never... Hii sijui ni nini?,2022-05-15 05:22:00+00:00,5,1
"Whitecap never used to lead to headaches... Never... It used to be just pure beer, zero sugar and the vibes... In the past few weeks, I've seen so many complaints of people having pounding headaches after a few bottles. What is happening? Counterfeits? Cc @EABL_PLC",2022-05-15 05:16:00+00:00,123,28
A man walked into a bar; Wagithomo: Give me a whitecap. Waiter: But you already have one. Wagithomo:It takes a whitecap to remove a white cap. Waiter: Say no more😂😂😂 @EABL_PLC,2022-05-12 18:03:00+00:00,2,0
Wow original home of my favorite beer whitecap @EABL_PLC . love it mmmm.,2022-05-08 16:33:00+00:00,7,0
"You still have 4 more days to perfect that swing  Join us tomorrow for April's Monthly Mug sponsored by EABL  Reduced prices of White Cap Lager, Crisp and Can   Book a slot on HowDidIDo and then bring your A game   𝐆𝐨𝐨𝐝 𝐅𝐨𝐨𝐝. 𝐆𝐨𝐨𝐝 𝐌𝐮𝐬𝐢𝐜. 𝐆𝐫𝐞𝐚𝐭 𝐂𝐨𝐦𝐩𝐚𝐧𝐲",2022-04-29 19:31:00+00:00,1,0
I never saw the whitecap export,2022-04-28 09:11:00+00:00,0,0
lakini mbona @EABL_PLC haijatupea offer za White Cap in honour of our old man?,2022-04-26 15:06:00+00:00,7,0
"That elephant company, EABL PLC could not lower the price of White Cap in honour of Mwai Kibaki for being a lead Ambassador...some folks forget about numbers in business.",2022-04-26 14:00:00+00:00,33,4
@EABL_PLC Hey Guys.  Kibaki alikua mtu wa White Cap sana. Mnaonaje this Weekend we drink responsibly to the late?   Asking for a friend.,2022-04-26 11:21:00+00:00,0,0
"Distribution trucks that were supplied to Allsopps brand in 1973. That Allsopps company, started by William Bill in 1937, was later bought by @EABL_PLC . Allsopps produced brands like Allsopps, Pilsner and White Cap. #EABLat100MediaDay",2022-04-26 09:22:00+00:00,7,0
"The beer bottles of 1984. White cap, Tusker and Pilsner. @EABL_PLC #EABLat100MediaDay",2022-04-26 09:10:00+00:00,0,0
Have you noticed every article written about Mwai Kibaki indicates his favorite beer was White Cap but @EABL_PLC is yet to issue a statement mourning one of their loyal customers. @WMMartha @migosi_brian @Hylinee2 @MumbiMbui @sharleen_wambui @WamboiKuria,2022-04-26 08:30:00+00:00,1,0
"Good morning @EABL_PLC in honour of the Late president and his love for white cap,I request you grant Kenyans one happy hour b.o.g.o on Friday. ..May be some one may defect from konyagi to whitecap",2022-04-26 02:09:00+00:00,0,0
"@EABL_PLC @OfficialEABL  as Kenya Flag is flown half mast to mourn His Excellency Mwai Kibaki, RIP Legend, can his favorite beer White Cap be ""flown"" to us at half price, 50% Off - in solidarity #WhitecapHalfPrice #Sabina #Kibaki",2022-04-25 08:52:00+00:00,1,0
"@EABL_PLC @OfficialEABL as Kenya Flag is flown half mask to mourn His Excellency Mwai Kibaki RIP Legend, can his favourite drink White Cap be flown to us at half price 50% Off - in the spirit of utilitarianism #WhitecapHalfPrice",2022-04-23 20:31:00+00:00,0,0
@EABL_PLC In memory of Emilio kindly do something for white cap customers!,2022-04-22 16:50:00+00:00,0,0
@EABL_PLC customer wa White cap ameenda,2022-04-22 11:28:00+00:00,0,0
Leo mmjibu na huwa hamjibu? Nilitaja specific brands... Si Saturday usiku nimekuwa hapo mnauza Whitecap 210? Ama mnataka receipts? Acheni uongo bwana! Nkt.,2022-04-04 06:00:00+00:00,2,2
"There's something called Whitecap CRISP @EABL_PLC, I am ready to be the ambassador.",2022-03-17 10:28:00+00:00,0,0
