text,date,No_of_likes,No_of_tweets
"Nowadays, I hardly get to buy their products due to holes in the pockets. EABL for instance has been raising the cost of it's products twice monthly and at the end of the Ruto's error CHROME will be more expensive than Smirnoff is today.",2024-02-01 05:10:00+00:00,1,0
"Defco was taking me well, switched to Eabl Kenya smirnoff  nikasema sibaki nyumbani😭",2023-11-16 20:55:00+00:00,0,0
Clearly a difference between Defco smirnoff and EABL smirnofff,2023-11-16 20:53:00+00:00,0,2
"Didn't you guys heed the warning from EABL? Avoid Gilbey's, VAT 69, Black Label, Smirnoff Vodka, Chrome and Best.",2023-10-21 10:42:00+00:00,89,8
Oya @EABL_PLC that pineapple punch smirnoff is a best seller already! The can option,2023-10-01 11:35:00+00:00,0,0
"On set..Let’s chat with Brigid Wambua, Brand Manager, Smirnoff @EABL_PLC #Ecurve #Iwake @MbathaLaura @zaitun_ali @Starford_KE #KTNWelcomeHome",2023-09-20 19:44:00+00:00,0,0
⚠️sedan/car seat covers.  Well designed to fit your car.  Delivery/fitting countrywide Kenya     ☎️0724457647   Eldoret Marriage  Smirnoff Waist 34 Senator Gloria Orwoba Kennar Mang'u High School Rachel Ruto eabl   DJ Grauchi Kalonzo,2023-09-20 17:38:00+00:00,0,0
📍car seat covers.  Leather upholstery  Delivery and fitting countrywide     ☎️0724457647   Eldoret Marriage  Smirnoff Waist 34 Senator Gloria Orwoba Kennar Mang'u High School Rachel Ruto eabl   DJ Grauchi Kalonzo,2023-09-20 17:32:00+00:00,1,0
"Don't miss tonight's #ECURVE at 10pm as we chat with the Brigid Wambua, the Brand Manager of Smirnoff, East Africa Breweries Limited @EABL_PLC 🍸🎉   Hosts: @zaitun_ali @MbathaLaura @GildaNaibei  Producer: @yustaseggy #Ecurve #SmirnoffEABL #KTNWelcomeHome",2023-09-20 07:14:00+00:00,3,0
"I won Smirnoff Battle of the Beats season 2 in Thika, but EABL hasn't given me a chance to join their events. It's strange to see some DJs getting opportunities they might not really deserve.",2023-09-15 16:21:00+00:00,15,1
"Anyone who has tried this came back to tell me how dope it is! On this, eabl did a good one! Try the Smirnoff pineapple punch kama hujaTry & you won't regret. Buy from ke.thebar.com kitu leeegiiit! If in thika, scan beverages is your plug 💚",2023-08-11 11:19:00+00:00,1,0
@EABL_PLC @TuskerLager please let the respect I have had with over a decade be maintained. Hii can inakaa Smirnoff is a No nooo noooo. Maintain kamba yellow 😡😡😡,2023-06-17 17:18:00+00:00,0,0
"Tell @EABL_PLC to send you a six pack of Smirnoff Ice Pineapple and tell me if you still feel the same.   If you do, I'll get you a bottle of your favourite mzinga!",2023-06-08 12:50:00+00:00,1,0
EABL products only bro. Wewe si niliacha unakunywa Smirnoff Ice? Kuna mpya,2023-05-30 16:00:00+00:00,0,0
"Alafu kama you're in party mode for the Smirnoff Fiesta party coming up on the 3rd of June at Impala grounds, I have a ticket for you. Tell me the two market entrant drinks I have pushed on my tl courtesy of SCAN BEVERAGES & ke.thebar.com and of course EABL",2023-05-27 08:10:00+00:00,5,2
UBL @Acholiinn has greatly improved on their events organisation @UgandaBreweries now I highly believe even the smirnoff Guevara and smirthoff pineapple 🍍 should be the best test. Thanks for improving. @nbstv @ntvuganda @EABL_PLC @KenyaBreweries @SABreweries,2023-04-21 11:42:00+00:00,3,0
"When I was interning at EABL, we would hide a few bottles of Smirnoff  ICE and drink after lunch. I really loved the drink until I was told that was a panty remover. Is that true? Naona dem akitaka kupeana, bado atapena, hata akunywe mursik ama Dasani",2023-04-19 20:31:00+00:00,6,2
"Attention party lovers! Get ready to unleash your edge at the Smirnoff “Unleash Your Edge Fiesta” party happening on April 8, 2023, at Machakos Gold Club! https://www.tuko.co.ke/business-economy/500470-ultimate-experience-smirnoff-fiesta-party-heads-machakos-town/ @EABL_PLC @KenyaBreweries",2023-03-31 09:20:00+00:00,3,0
"Top up your airtime through any of the following channels, chaguo ni lako! Convenience at your fingertips 😎 1. Whatsapp 🟢 wa.me/+254790437013 2. Paybill 979742  Casemiro Eabl Tusker  #SundownerKBC  MCAs Chelsea Smirnoff Guarana Ruger  #MainaAndKingangi Mtwapa HOT AIR",2022-12-28 17:40:00+00:00,0,0
Jiji is the best site for shopping  Kawira Mwangaza Modern Coast Casemiro Eabl Tusker Club FormulaOne Lounge MCAs Chelsea Smirnoff Vodka 750ml Gakpo,2022-12-28 16:27:00+00:00,30,0
"Hi, I would love to request if it's possible to have a Material Safety Data Sheet (MSDS) for Smirnoff Espresso Vodka so I can be able to export it from Kenya to South Africa. Thank you.",2022-11-09 11:56:00+00:00,0,0
"Hi, I would love to request if it's possible to have a Material Safety Data Sheet (MSDS) for Smirnoff Espresso Vodka so I can be able to export it from Kenya to South Africa. Thank you.",2022-11-09 11:55:00+00:00,0,0
"🍻 HAPPY HOUR 🍻 5 to 7pm  Guinness Bell Lager Tusker Lite Tusker Malt Tusker Lager Smirnoff (Apple, Black Ice, Red Ice)  Every Thursday at Rock Night @GardensNajjera EABL products 5 beers at 20k from 5pm to 7pm",2022-05-12 07:57:00+00:00,25,3
"Buy a six-pack of Smirnoff ice black, Guarana, or snapp at ke.thebar.com and get a ticket to the UNLEASH YOUR EDGE FIESTA at Eva's Garden, Redhill.  Tickets: https://www.mtickets.com/buy/unleash-your-edge-fiesta/1600 @SmirnoffKE @KWALOFFICIAL @EABL_PLC #unleashyouredge",2022-04-28 17:23:00+00:00,5,0
Was wondering how EABL pulled off a ln ODB song on their add..but it turned out to be a Smirnoff commercial.,2022-03-11 09:50:00+00:00,0,0
".@EABL_PLC, majority-owned by Diageo, has dominated the market with products like Tusker and Guinness beers as well as Johnnie Walker whisky and Smirnoff vodka. It swept aside London-based SABMiller in Kenya during the beer wars of the late 1990s.",2022-03-09 06:04:00+00:00,0,1
Terrible habit that one.  Shaffie for as long as i have seen him via social media alikuwa the SI unit of kupiga sherehe na smirnoff.  funny thing the first cancel came from EABL and he has probably drank more alcohol than the EABL CEO😂😂,2022-01-02 10:20:00+00:00,1,1
"If you're old enough, you would know why EABL doesn't fuck around with its events, after that Smirnoff experience mess and a child died!  Also even us we have kasmall PTSD unakuta event imejaa you just leave!",2021-11-07 08:56:00+00:00,1,1
EABL launches Smirnoff Vodka Infamous Mic campaign https://www.smartnewskenya.co.ke/lifestyle/eabl-launches-smirnoff-vodka-infamous-mic-campaign/,2021-08-23 08:30:00+00:00,1,0
