text,date,No_of_likes,No_of_tweets
@EABL_PLC   At a Club somewhere in Nairobi and I have noted that nowadays @WhiteCapLager is more popular than @TuskerLager   Amaizingly the last time I saw a Pilsner on a table was many years ago.  Balozi is also moving!  Changing times.  @coldtusker @KenyaBreweries,2022-12-31 15:23:00+00:00,3,0
I also tried the Balozi Bado same effects. Unafura tumbo kama mtu ako na ball,2022-12-17 07:06:00+00:00,1,1
The new balozi ukwaju beer by @EABL_PLC is a definite hit  Full of flavours and still light on the head  Kudos guys. Well done 🙏,2022-11-30 16:33:00+00:00,0,0
@Gicherengo kwani EABL stopped producing Balozi?,2022-11-21 19:52:00+00:00,0,0
I am talking about balozi. Didn't know it's from EABL,2022-10-26 09:14:00+00:00,0,0
Balozi is from EABL. May be you meant to say SUMMIT.,2022-10-26 09:09:00+00:00,0,1
Enjoy reading your story Balozi @britchamken @JaneMarriottUK @KEPSA_KENYA @EABL_PLC @maina_betty @WilkenTelcoms @AmanaCapitalKE,2022-09-01 18:45:00+00:00,2,0
No. Balozi is an EABL product that was to counter Keroche's Summit.,2022-06-11 20:09:00+00:00,0,0
"Incase you want some free premium balozi, tomorrow ensure that you find yourself at the Ruaraka Grounds.  Kujeni fans wengi mpaka wafikirie kuunda stadi ya champions that they are, a 10k seater sio kitu kubwa kwa EABL.  Kesho kutakuwa na sherehe. #FKFPL   RT for clients.",2022-06-11 19:31:00+00:00,0,0
"Balozi will soon be EABL's best selling beer, dislodging Tusker.",2022-06-11 18:48:00+00:00,3,3
Hey @EABL_PLC  if you want us to compete in this Balozi lager thing please make it easy to peel off the white seal.... 😡 what a struggle within enjoyment  CC @philipobondy,2022-05-20 18:27:00+00:00,0,0
Balozi time. Nitafutiwe 1L. @EABL_PLC,2022-04-28 13:30:00+00:00,0,1
"They brought Kenbrew later killed it, Citizen later killed it, Tusker kubwa later killed it, Allsopps later killed it, Guinness smooth now dead, what next Balozi? Trust me they will kill it.  @EABL_PLC what's wrong with you?",2022-04-12 17:29:00+00:00,0,0
"Hahaha It is bro.  But the best beer in eabl is definitely Balozi, followed by HH13",2022-04-08 13:49:00+00:00,0,1
"Headlines: ""Ruto declares war on EABL. Beer ni Balozi"" 😜",2022-01-27 06:09:00+00:00,1,0
...Balozi should be the drink of peace this electioneering period...BALOZI wa AMANI...@EABL_PLC ..plz  note...run with this..,2022-01-26 18:11:00+00:00,3,2
Polite hapa local @balozi @EABL_PLC @TuskerLager,2022-01-01 13:43:00+00:00,0,0
"Drink to health, drink to wealth, or just drink #balozi @EABL_PLC #kenyamilele @kenyaBreweries",2021-12-07 05:21:00+00:00,4,1
Balozi hawadai Influenza 🤔?  @EABL_PLC sina kazi na iko kazi .,2021-10-17 10:39:00+00:00,0,0
I thought balozi is made by eabl,2021-09-15 21:26:00+00:00,0,0
"It's a Friday and you know how we unwind on fridays.. Order a bottle of tusker, Guinness, Johnie Walker, Balozi, White cap and all other favorite drinks by eabl at the cormfort of your home ,office or even at a sherehe. Visit partycental.co.ke order and we'll deliver.",2021-07-02 04:48:00+00:00,4,0
Keep Walking balozi,2021-06-26 10:47:00+00:00,1,0
Send me a boti you guy my guy 😂😂. Enjoy your visit balozi!,2021-06-26 07:47:00+00:00,8,1
Thank you Balozi for representing Kenya well. We are proud of u @MEsipisu and that's the home of Scotch.... @GlenkinchieMalt,2021-06-25 19:13:00+00:00,2,1
You must've had a super day Balozi. I see you enacted that Kenyan thing today - potatoes at Munyiris then off to Eureka for a tipple 😎,2021-06-25 18:29:00+00:00,3,0
@EABL_PLC why promote the RRP for balozi @ Kes 150.00 for some mandrins to extort us at Kes 200.00. Check on that please,2021-06-20 17:13:00+00:00,0,0
Infact Balozi is @Joekiash other name #BrandAmbassador,2021-06-10 14:56:00+00:00,1,0
"EABL’s beer, Balozi Lager has also been increased by Ksh. 9 with Smirnoff Black Ice and Guarana also carrying the same Ksh. 9 price change. https://sokodirectory.com/2021/06/beer-prices-increase-ahead-of-treasurys-hefty-budget-tabling/ #SokoNews",2021-06-10 12:46:00+00:00,0,0
"EABL’s beer, Balozi Lager has also been increased by Ksh. 9 with Smirnoff Black Ice and Guarana also carrying the same Ksh. 9 price change. https://sokodirectory.com/2021/06/beer-prices-increase-ahead-of-treasurys-hefty-budget-tabling/ #SokoNews",2021-06-10 12:19:00+00:00,1,0
@EABL_PLC @BaloziLager what is happening??? Kindly improve and replace all Balozi bottles.,2021-05-13 13:10:00+00:00,0,0
"@KenyaBreweries na @KerocheBrewerie what sugar free beers do have in the market? I really want to boycott EABL lakini whitecap na Balozi ni zao, Idk of any other option",2021-03-31 19:09:00+00:00,0,0
Some of y'all really think uncle Njoro wa Maua won't drink his daily dose of 1-2 cold Balozi(s) that he's been drinking for the last 35 years juu kina Shaffie were fired? And that hashtag has brought down EABL stocks for the last 2 days?,2021-03-30 15:13:00+00:00,6,0
@EABL_PLC  wakikuambia ukunywe balozi Kataa hiyo🚫🚫,2021-03-28 13:43:00+00:00,1,0
Someone ti find for me kaa Balozi ni ya Keroche ama EABL?#BoycottEABL,2021-03-28 10:14:00+00:00,1,0
balozi ni ya eabl?,2021-03-28 09:50:00+00:00,1,0
Lemmi just be honest  dude... Aint gonna boycott anything just because you are misinformed.... Lazima nichape balozi yangu kwa amani😂😂😂,2021-03-28 04:58:00+00:00,0,0
"Shaffie Weru suspended from Radio Africa group, restricted from drinking Balozi beer by EABL. Brookside JAY Z Kibaki Keroche",2021-03-27 20:34:00+00:00,103,4
They don't care. It's a company that can still make niliona without the adverts. Iyo si kibanda bana. Who needs an advert to drink guinness man? Who needs an advert to drink tusker or balozi? Like seriously 😳😳,2021-03-27 17:31:00+00:00,2,2
"Seriously speaking ,i stop taking Guinness and Balozi(my favourite beer),i start taking Faxe?....Anyways what EABL said today in their statement was a big mistake.I hope their PR team tonight will ‘burn the midnight oil’.....",2021-03-27 16:40:00+00:00,2,1
Balozi☝🏾🤣,2021-03-27 10:13:00+00:00,0,0
Thanks bro...we r da balozi nation,2021-03-14 16:09:00+00:00,2,0
You deserve it man the way you made me a balozi man nowadays,2021-03-14 16:06:00+00:00,1,1
Yes I love @BaloziLager I changed all my boys club from others to balozi @EABL_PLC u owe mi,2021-03-11 12:02:00+00:00,1,0
"Same here, can't stand most beers at all anymore, especially Tusker. I find that Balozi is easier on the gut than White Cap.",2021-02-18 09:14:00+00:00,0,1
Balozi is where it's at. Or maybe I'm just getting old. 🤷🏾‍♂️,2021-02-18 05:38:00+00:00,0,1
"I've just learnt & confirmed that @KenyaBreweries new brand of ""WhiteCap Lager"" with the label ""No Added Sugar"" is a BIG LIE. The drink actually has sugar, unlike their ""Balozi"" beer. Over to you, KEBS, please act!! @RobertAlai @EABL_PLC @WhiteCapLager",2021-01-27 12:29:00+00:00,0,0
Balozi is an alcoholic beverage made by EABL...,2021-01-20 10:08:00+00:00,0,0
"@EABL_PLC what's happening to your Balozi brand? You open it, it overflows..is it too much carbon? Is it safe for consumption? @CofekRebranded please help! @Ma3Route",2021-01-15 17:26:00+00:00,2,0
Why you salty? I'll hook you up as long as you call your kiddo Balozi. That way we can swap beers on birthdays and other occasions. 😂😂😂😂,2020-12-22 06:14:00+00:00,1,1
"[Hapa Kenya] Balozi Beer is now available in a can: Kenya Breweries Limited (KBL), a subsidiary of East African Breweries Limited (EABL),has announced that its beer brand, Balozi, is now available to customers in .. https://hapakenya.com/2020/11/30/balozi-beer-is-now-available-in-a-can/ via @HapaKenya",2020-11-30 11:36:00+00:00,0,0
Going to EABL Liqour Shop to buy all the Guinness Smooth they have to make them hit their KPIs,2024-01-30 07:10:00+00:00,4,0
@EABL_PLC,2024-01-16 12:19:00+00:00,0,0
@EABL_PLC mimi nilishindwa kununua Guinness at kshs 300 ilibidi niingie kwa local brews,2024-01-13 06:20:00+00:00,8,1
"EABL have done the thing...expect changes to prices of White Cap, Guinness and Tusker Cider",2024-01-10 09:30:00+00:00,0,0
At 10% v/v it's too strong to rival mainstream brands at EABL with Guinness at 6.5% and others below. Highly unlikely.,2024-01-09 14:16:00+00:00,6,1
9. Axios reporting that Diageo might be looking to divest the rest of its beer portfolio apart from its flagship brand Guinness.  —Among the beer brands the company could sell is EABL's Tusker. —Diageo increased its stake in EABL from 50% to 65% of EABL earlier this year.,2023-12-07 04:00:00+00:00,3,2
Axios reporting that Diageo might be looking to divest the rest of its beer portfolio apart from its flagship brand Guinness.  —Among the beer brands the company could sell is EABL's Tusker. —Diageo increased its stake in EABL from 50% to 65% of EABL earlier this year.,2023-12-06 10:21:00+00:00,59,3
Tag your favourite Kafunda.   #Guinness #kafunda #monday #jinja @EABL_PLC @GuinnessIreland,2023-12-04 14:33:00+00:00,14,0
"Musunga, who has been heading the firm's Guinness Nigeria since October 2022 and also serves as a non-executive director at East African Breweries Limited (EABL), will assume the new leadership role at Diageo SWC as the Managing Director, based in London",2023-11-29 10:21:00+00:00,0,1
Btw mtafte pesa watu wangu. Dark si Guinness na clear si Tusker! Enjoy premium beer! Alafu @EABL_PLC mfanye mambo pia nyinyi 😂,2023-11-25 19:40:00+00:00,0,0
"All the feminists at EABL won't allow you to have your normal drunk to ad their drinks. Be content with these cute huns and metrosexual men, probably wote ni wa  🌈 coalition but do I care. Nipee Guinness baridi na Coca-Cola hapo nikuonyeshe",2023-10-04 21:36:00+00:00,0,0
"3. EABL— Sh105 Billion The largest brewer in East Africa, produces and distributes a variety of  alcoholic and non-alcoholic beverages, such as Tusker, Guinness, and  Alvaro. EABL has a strong presence in Kenya, Uganda, Tanzania, South  Sudan, Rwanda, and Burundi.",2023-09-22 18:27:00+00:00,2,1
Is the bulk of EABL’s business <5% ABV Tusker/Guinness - Beer or >30% ABV Johnnie Walker/Tanqueray - Spirits?   The illegal producers must love irrational tax policies……..🙈.,2023-09-17 06:37:00+00:00,0,1
"Bana, they employ a Guinness brand managers br kwa ground they take Jaggermeister and other imports. Bt this one looks real, he takes what he was promoting.",2023-08-19 10:19:00+00:00,3,0
"This, therefore, means that the decision by Guinness PLC in 2000 to acquire a majority shareholding of EABL was against the public interest, says Rono in the petition filed in June.   https://nairobilawmonthly.com/cma-defends-approving-eabl-share-acquisition/",2023-08-16 03:00:00+00:00,0,0
Former Kenya Breweries Limited Managing Director John Musanga joins EABL PLC board. Musanga is currently the Managing Director of Guinness Nigeria. He joins the brewer's board as a non-executive director,2023-07-01 09:24:00+00:00,0,0
"Drinking habits have changed greatly.Few years ago when I drank liberally, my good old Tusker was all the rage. Nobody drinks it anymore. Even Guinness is not common anymore. Don't even mention Pilsner, last time I saw it was like 10 years ago, literally!@eabl",2023-05-22 16:15:00+00:00,1,0
I once bought a Guinness 6-pack and later found one of the cans half full. The store refused to take responsibility. How could such a can pass the checks at EABL?,2023-03-09 09:05:00+00:00,0,1
@EABL_PLC pay this old men for promoting your Guinness brand,2023-03-05 14:06:00+00:00,0,0
"Guinness Smooth Campaign “Easy Going, Smooth Flowing” Beer went up today on our media. “We believe that life is best enjoyed with an easy-going positive outlook, a playful spirit, and an openness to flow smoothly with new possibilities” @Guinness_Uganda @EABL_PLC @SaladinOMD",2023-02-27 13:38:00+00:00,2,0
"Diageo’s move to increase its stake in EABL after taking a controlling stake in the company from its Guinness subsidiary in 2000 is seen as a vote of confidence in the business, which reported flat profit in the six months to December as higher costs and taxation offset gains in",2023-02-15 04:26:00+00:00,0,1
"Wewe unakunywa pombe za EABL ama keroche's? Your big-spending friends hutumia nini? EABL has a legacy as a corporate brand with household beer brands. Tusker, Guinness,White Cap are just unbeatable. Najua Guinness is produced under licence before uropokwe tena.",2023-01-31 23:27:00+00:00,1,0
"what happend to the @EABL_PLC  Guinness Stout Effort Award, because clearly there are deserving recipients such as this officer and a gentleman",2023-01-27 18:09:00+00:00,0,0
Now @Diageo_News to go ahead with its plan to increase its stake in @EABL_PLC by 15% with the offer to other shareholders starting on Feb 6. #inthepapers #Guinness,2023-01-27 06:12:00+00:00,7,2
@EABL_PLC. Brought to you by White Cup/Guinness. Thank you.,2022-12-18 13:13:00+00:00,0,0
"@ EABL, Guinness Ghana or Diageo?",2022-12-16 17:34:00+00:00,0,1
I must admit that I have been able to achieve quite alot through the seed planted by @EABL_PLC through the Guinness /Strathmore scholarship program. Many thanks Paul Ochieng and the @StrathU team. Lets do more to influence more @MiundomsingiHub @TimKipchumba @FinanceProgram,2022-12-11 17:28:00+00:00,5,0
Masaa ya jioni ni ya kamnyweso. Guinness my drink...it's festive season..time ya kuburudika. #SpiceDrive Play me Sweetness of your love by Luther Vandross.,2022-12-07 13:32:00+00:00,1,1
How to make your football matchday brighter with Guinness! The Karen Kamwari code.   Tune in! #SpiceDrive .@edwardkwach @GuinnessKE @EABL_PLC,2022-12-07 13:15:00+00:00,13,5
"CORPORATE DAY  Just Touched Down, About To Go In. We're Live At The Sky Lounge, EABL For The Guinness #BlackShinesBrightest Party DJ Joe Mfalme & Myself On Decks.  📸  @Innocent_Bernd #PartyWithDJJr",2022-12-02 19:31:00+00:00,6,0
"CORPORATE DAY  Just Touched Down, About To Go In. We're Live At The Sky Lounge, EABL For The Guinness #BlackShinesBrightest Party DJ Joe Mfalme & Myself On Decks.  📸  @Innocent_Bernd #PartyWithDJJr",2022-12-02 19:31:00+00:00,1,0
"Seems EABL is introducing Rockshore beer in Kenya. The brand is developed by Guinness which is owned by Diageo, EABL's majority owner",2022-10-25 12:23:00+00:00,7,1
"Pal,the so called fake drinks sio fake hivo venye una ziona actually hata Guinness ku nazo “fake”difference ya gk ya Eabl na ya kariobangi ni distribution channel tu na mambo ya taxation.I can do a thread on the fakes",2022-10-21 17:47:00+00:00,1,4
"Wale wa Guinness, unapata kwa #BeiYaJioni all courtesy of @EABL_PLC @Browngalnessa @SpapaDeh #DrinkBetterNotMore",2022-10-01 17:27:00+00:00,19,1
"[Hapa Kenya] Guinness Smooth to host brand event on Oct 7 at TRM ft. Wakadinali, Chris Kaiga & Le Band: EABL beer brand, Guinness Smooth, has announced that it has launched a new campaign featuring Wakadinali, Chr.. https://hapakenya.com/2022/09/29/guinness-smooth-to-host-brand-event-on-oct-7-at-trm-ft-wakadinali-chris-kaiga-le-band/ via @HapaKenya",2022-09-30 04:00:00+00:00,1,0
At the opportune time he will come back as the EABL MD. Guinness Nigeria is a training ground for him to hone his leadership skills further. We wish him all the best in his new role.,2022-09-28 03:44:00+00:00,0,0
Hw did i 4gt to thank @Guinness_Uganda @Bell_Lager @EABL_PLC for the wonderful experience at #NyegeNyege2022 😂😂😂😂 not 4gting @tuskerlite256 🔥🔥,2022-09-20 05:33:00+00:00,1,0
"Get a Guinness branded Jersey for every G-6pack bought at ke.thebar.com Price ksh1,250/= Outlet Rwathia Distributors Ltd. 📞 0111558574 #KOT #nairobi #eabl #GUİNNESS #IEBCResults2022",2022-08-18 07:50:00+00:00,2,0
The most I have done in one sitting was 9 Guinness but nilizima kama koroboi 😂 nxt day nilikuwa nanuka kama eabl,2022-08-04 05:34:00+00:00,0,0
Mimi ndio huzimaliza hapo local hehe. Kila mtu ni tusker ama Guinness,2022-08-01 10:11:00+00:00,0,0
"Safaricom has Mpesa, Airtime, Data etc EABL has Tusker, Guinness, Cider, white cap etc Equity has SmE, Agrics, bid bonds, equitell, afya Etc  Most companies do more than one product, what do we call that strategy in reference to this tweet.",2022-07-31 07:18:00+00:00,4,2
"Hiyo inaficha nywele tu, intentions ndio nare.  Eabl wanafanya study wataona hao ndio hukunywa Guinness mingi hii Kenya.",2022-07-22 08:55:00+00:00,0,0
Tambuza tweet banange... We the Guinness faithfuls need to visit the seat of all greatness @GuinnessIreland,2022-07-22 05:38:00+00:00,1,0
This is political idiocy. Gafment is protecting EABL just because 55% is owned by Guinness. This is not about tax. This neocolonialism,2022-07-21 14:49:00+00:00,1,0
"This month I realized EABL had added more sugar to Guinness ,I had to shift to faxe and it worked.",2022-07-16 18:41:00+00:00,0,0
"Mark Mugisha has joined Guinness Nigeria with immense experience across Marketing and Sales in the FMCG industry, having worked with East African Breweries PLC (EABL) where he started his Diageo journey in August 2013.",2022-06-27 17:34:00+00:00,0,1
"But still a product of EABL domicile in Nairobi right?,but only manufactured under license,just like Guinness",2022-06-24 18:35:00+00:00,0,2
"🍻 HAPPY HOUR 🍻 5 to 7pm  Guinness Bell Lager Tusker Lite Tusker Malt Tusker Lager Smirnoff (Apple, Black Ice, Red Ice)  Every Thursday at Rock Night @GardensNajjera EABL products 5 beers at 20k from 5pm to 7pm",2022-05-12 07:57:00+00:00,24,3
"They brought Kenbrew later killed it, Citizen later killed it, Tusker kubwa later killed it, Allsopps later killed it, Guinness smooth now dead, what next Balozi? Trust me they will kill it.  @EABL_PLC what's wrong with you?",2022-04-12 17:29:00+00:00,0,0
"@EABL_PLC  note that a Litre of Guinness Or @TuskerLager , @WhiteCapLager wouldn't be bad to those that love drinking while on road trips or Transit. Jalang'o Mejja & Redsan Chiloba #Sipangwingwi",2022-04-09 17:13:00+00:00,3,1
".@EABL_PLC, majority-owned by Diageo, has dominated the market with products like Tusker and Guinness beers as well as Johnnie Walker whisky and Smirnoff vodka. It swept aside London-based SABMiller in Kenya during the beer wars of the late 1990s.",2022-03-09 06:04:00+00:00,0,1
Iyiii. But Ugandans are also serving elsewhere. Mark Ociti heads EABL’s Tanzanian arm. Baker Magunda is the head of Guinness Nigeria. Diageo is one big family.,2022-02-25 08:29:00+00:00,43,3
@EABL_PLC Driver . Specifically for Guinness trucks. I promise not to fall it. 😂😂😂,2022-02-09 12:14:00+00:00,0,0
"Coca-cola in made in Embakasi by Nairobi Bottlers, Guinness is made in Ruaraka by EABL, but they are NOT Kenyan brands. Get what is being said.",2022-01-27 11:15:00+00:00,1,0
"@EABL_PLC introduced two excellent beers - Guinness Smooth & Tusker Premium Ale - but good luck finding them even in the most reputable bars in Nairobi. But the one beer that's always available is Tusker Lager, which is the Njahi of beers. 🤢",2022-01-13 18:55:00+00:00,0,0
"Dr. Nying'uro used to tell us, “Kenyan Engineers can't even manufacturer a razor blade. Some of them are employed at EABL and their work is to just stir the Guinness powder brought to them from abroad. #KFC #kfckenya #potatoes #PilauNjeri Kinangop Ugali Potatoes",2022-01-04 15:14:00+00:00,1,0
There's a real gap for @EABL_PLC to make a strong lager. People drinking Guinness for the alcohol per shilling vale and not enjoying it makes me sad :(,2021-12-29 17:51:00+00:00,0,0
"The evolution of Guinness is fun, younger and female https://bit.ly/3y9Kl6R @EABL_PLC @GuinnessKE",2021-12-09 11:46:00+00:00,1,1
Carol also knows alot about Guinness. Should the EABL board appoint her CEO of EABL?,2021-11-11 15:10:00+00:00,1,0
"Regional brewer @eabl has unveiled a fresh campaign, #BlackShinesBrightest in Kenya, which will run under its Guinness stable of brands to celebrate creativity and ingenuity in art, music and fashion across Africa @GuinnessKE",2021-11-04 17:37:00+00:00,1,1
EABL hamungetuambia or else tungeshangaa vile Guinness iko 140/-,2021-09-22 08:01:00+00:00,2,0
EABL sustainability report/Tiger Brands exits Nigeria/Guinness Nigeria profits/Habesha Breweries CEO/Massmart HY losses - https://mailchi.mp/fwafrica/zambian-potato-firms-chips-factorysas-high-tea-shinesshoprite-exits-uganda-madagascarkenya-boosts-coffee-intakeafex-promotes-grains-production-884261,2021-09-02 03:30:00+00:00,0,0
Do know how much Guinness we drink 🤔,2021-08-31 21:28:00+00:00,1,0
"In 2004, I  was among the 10 lucky young Kenyans who secured the East Africa Breweries' Guinness scholarship to pursue undergraduate studies at Strathmore University. @EABL_PLC @DiageoIreland @GuinnessKE @StrathU @AlumniSU",2021-08-31 09:41:00+00:00,9,2
"My first sip of hop house 13, and its officially by drink💯 #eabl #Guinness #guinesstime #hop13",2021-08-25 22:39:00+00:00,4,0
#HeyAmina #Trend my favourite beer is Guinness and weekend imeanza  so please at @EABL_PLC wanitumie hio pack nitashukuru sana,2021-08-06 19:51:00+00:00,2,0
EABL on the spot as young ladies are pictured exposing their bodies to men in a Guinness sponsored event – JANE KARUKU should see this VIDEO and act. https://kenyan-post.com/2021/07/eabl-on-the-spot-as-young-ladies-are-pictured-exposing-their-bodies-to-men-in-a-guinness-sponsored-event-jane-karuku-should-see-this-video-and-act/,2021-07-19 13:32:00+00:00,0,0
Guinness Hop House 13 Lager introduces a culinary experience dubbed Flavor by Fire  https://www.goplacesdigital.com/guinness-hop-house-13-lager-introduces-a-culinary-experience-dubbed-flavor-by-fire/ #HopHouse13 #FlavorByFire #MagicalKenya #GoPlacesKenya #RediscoverKenya #EABL #BeerandBBQ #ChefsDelightKe #GoPlacesDigital @KenyaBreweries @hophouse13 @GuinnessKE,2021-07-10 13:37:00+00:00,2,0
And here is the Guinness from @EABL_PLC courtesy of @Upcountry256,2021-07-06 12:18:00+00:00,3,0
cReaTiveS like @carolinespencer will tell you low quality creative pieces/ads is due to clients budget then proceed to work with @EABL_PLC a multi billion $ company and all she does is hold a bottle of Guinness in the air and take a pic and term it been a creative. Low quality,2021-07-05 06:48:00+00:00,0,0
"It's an easy Sunday. Order a bottle of Guinness from https://partycentral.co.ke to go with choma as you relax,have some family time and prepare for the new week.#partycentralke #GuinnessTime #eabl",2021-07-04 06:10:00+00:00,4,0
Why does EABL assume watu wa reggae huwasha pili if anything Jamdown should have been sponsored by Guinness.,2021-06-26 20:27:00+00:00,1,0
"No price change in Tusker (Kshs 160) and Senator, as Guinness and White Cap (180) go up by 10. Spirit prices also go up Kshs 50 - 100 each with no change on Kenya Cane, Chrome Vodka, and Baileys prices. @KenyaBreweries @EABL_PLC #inthepapers",2021-06-18 04:38:00+00:00,1,0
Top 3 Most Admired Alcoholic Beverage brands 2021  1. Guinness 2. Star Beer  3. #Tusker @EABL_PLC @kennekai,2021-06-17 14:58:00+00:00,4,0
Please do not discontinue the Guinness Smooth brand as i heard it will be disappearing from shelves near me.. I have never had a more satisfying beer in my life and i am that old🍻🙏,2021-06-04 16:02:00+00:00,0,0
What happened to the Guinness stout effort award @EABL_PLC,2021-05-20 09:19:00+00:00,0,0
"Ile ujinga iko hii Kenya...just the other day a lady from the same @HomeboyzRadio was a facing robbery with violence charge... nothing happened. Yes, they did wrong but for now, mimi na Guinness yangu ya beef, Summit ( Sugar free ) will do for now. Boycott efffin #EABL",2021-03-28 08:47:00+00:00,1,0
"Hata mseme nini kuhusu EABL, Guinness lazima nikunywe. 🍻 #Guinness #BoycottEABL",2021-03-28 08:09:00+00:00,4,3
Unaboycott EABL na Guinness ati Tusker pia ni pombe kwani unadhani hiyo Tusker imetoka wapi?😂😂😂,2021-03-28 07:33:00+00:00,44,0
Finally it's time I change from Tusker  and Guinness to summit. EABL wasikule 30bob yangu,2021-03-28 07:00:00+00:00,0,0
EABL snapped back today and ended the day 4% up.   Relief.,2024-01-30 16:22:00+00:00,17,0
EABL won't collapse under my watch .,2024-01-30 07:59:00+00:00,1995,13
"EABL CFO on the impact of the requirement to remit excise duty within 24 hours:   ""We've been quite open with the policymakers in saying this is extremely problematic administratively...It's not increasing the amount of collection  so it's a zero-sum game & it needs to stop""",2024-01-29 16:14:00+00:00,144,6
I watched Julians Amboko interview EABL chief of finance and man! The government wants to be paid excise duty 24 hours after stocks leave the warehouse. This government wants to kill Kenyan companies completely mazee.,2024-01-28 10:05:00+00:00,1175,32
Why EABL crashed 15% on Friday.  Reasons :  KRA requires EABL to submit excise duty every 24 hours .  EABL is forced to borrow from local banks to sort out KRA   This is eating operating cash and revenues .   Dividends will be slashed for now to the future .,2024-01-28 07:00:00+00:00,533,54
